Call_ID                             ,Speaker,Conversation                                                                                                                                                                                                                                                                                                                         ,Start,End
15,1, Thank you.,,
15,0, W. H. I. T. F. I. E. L. D..,,
15,1, Yes.,,
15,0, Thank you.,,
15,0, Well thank you can I put you on a brief all I'm sorry my computer I just have to log in just take a couple seconds okay.,,
15,1, Thank you.,,
15,0, I'm not gonna keep you on hold just one second let me try it again I do apologize for that.,,
15,0, Is A. N. N. E. T. T. E..,,
15,1, Yes.,,
15,1, Are you my middle initial is J..,,
15,0, Okay.,,
15,0, Okay and what is the last four of your card number please.,,
15,1, No.,,
15,0, Okay thank you.,,
15,0, And what is the last four of your social.,,
15,1, No one one.,,
15,0, Okay and thank you so much for your patience you want to be set up for a large.,,
15,1, Yes.,,
15,0, Okay.,,
15,0, Okay let's see.,,
15,0, Can you verify your cell phone number.,,
15,1, Four three four.,,
15,1, Three two seven four three six.,,
15,0, Thank you and do you have an email address.,,
15,1, U. S..,,
15,0, Patch okay let me get into that field moment.,,
15,0, Okay what's your email address.,,
15,1, Yes.,,
15,1, That we feel.,,
15,1, Hey Yahoo dot com.,,
15,0, Thank you.,,
15,0, That's a net A. N. N. E. T. T. E. that would feel W. H. I. T. F. I. E. L. D. at Yahoo dot com.,,
15,1, Yes.,,
15,0, Okay and your date of birth.,,
15,1, Eleven sixteen nineteen sixty three.,,
15,0, All right you have a beautiful day I was born in nineteen sixty three and you one day earlier them out if any of those eleven seventeen.,,
15,0, Yes but.,,
15,0, I always tell my car holds I always get this going because I I sometimes that's on don't thing anybody today.,,
15,1, With me today.,,
15,0, Yeah and you you yes the at that.,,
15,0, Because if they do.,,
15,0, I think we're nice.,,
15,1, Well we are very compassionate most most people.,,
15,0, We are we are we keep trying but then once we done we're done as it is something that.,,
15,1,,,
15,0,,,
15,1, We we we do we do it well how I don't know we.,,
15,0, We do oh my goodness and our expression on our face and try try to hide it but it like.,,
15,0, Yeah.,,
15,1, They had pain very will.,,
15,0, Your anger.,,
15,0, Or frustrated but I.,,
15,0, Lease with genuine.,,
15,1, No no we don't we don't go by.,,
15,1, No we don't.,,
15,0, We don't because the first thing somebody say maybe like really did something nice are really sensitive but they'd be like okay but what did you say to her parts guys you don't bother nobody.,,
15,0, Yes ma'am okay and did you want these alerts to go to your email address or your cell phone or both.,,
15,1, Both.,,
15,0, Okay and may I put you on a little brief hold while I set him up only second okay thank you.,,
15,0, Thank you for your patience and I've set up your lotus is there anything else I can assist you with.,,
15,1, Hello thank you.,,
15,0,,,
15,1, You.,,
15,0, Know you know I don't think anybody.,,
15,0, Because warrant.,,
15,0, I try to hold my thing or I'm trying to hold it all right.,,
15,0, Thank you for calling direct express card services and you have a blessed day miss with bill okay.,,
15,0, Thank you for talking to you bye bye.,,
16,1, Thank you for calling card services my name is Andrea how may be of assistance today.,,
16,2, Yes I was transferred to you all of them so I'm guessing so more.,,
16,2, But my new court on.,,
16,1, Okay do you have that card number available to you.,,
16,2, Yes ma'am.,,
16,1, Okay can you give me that card number.,,
16,2, Five one one five.,,
16,2, Three four eight seven eight four nine nine five six two.,,
16,1, And can you verify the last name on the account.,,
16,2, Jennifer the V. Johnson okay and Jennifer what.,,
16,1, Is the last.,,
16,2, Five nine zero four.,,
16,1, Okay eight and your date of birth.,,
16,2, Thank you for.,,
16,1, All righty well thank you for that information and before I look into your account I first want to take a minute to share some important information with you it's only take a couple moments we would like to send a warm welcome for you being a part of the direct express program.,,
16,1, We have updated our system to provide you better service as always you can use your card anywhere MasterCard is accepted this includes purchases setting up automatic bill payments for utilities and smartphone.,,
16,2, Well as.,,
16,1, ATM withdrawals we also have some new tires that we would like to tell you about we have the direct express CAD.,,
16,2,,,
16,1, This feature which allows you to go to any Walmart location near you and I.,,
16,1, Access your cash.,,
16,2, Out meeting a purchase.,,
16,1, So you just got to the register swipe your card.,,
16,1, That way and then that will be a dollar fifty people.,,
16,1, But you wouldn't have to make a purchase we also have the cardholder website which you can enjoy checking your balance.,,
16,1, Since pretty young and.,,
16,2, Make.,,
16,1, Changes.,,
16,1, For me.,,
16,2, Okay so you're you're saying that.,,
16,2, Okay last four.,,
16,2, Any wal Mart or whatever withdrawal all the bar yeah so the.,,
16,1, The money there any Walmart location and go up to any register and your card and take out money that way without having to make a purchase.,,
16,2, Oh okay but the money has to be on the call.,,
16,1, Yep it has to be on the card.,,
16,2, Okay that's what I was okay I was trying to make sure that I heard.,,
16,1, No problem you can also set up notifications on the website as well and notifications like deposit when they're supposed to post low balance information and transaction activity and also you can change your pen on there as well you can go online to W. W. W. dot U. S. direct express dot com to access the website please be sure to please click on the cards beginning with five one also you can perform various activities using our automated system such as card activation pin change bounce enquiring into your transactions also our friendly agents are available to you twenty four seven three sixty five and we do have a new mobile app coming very soon that way you have access to your information at all times again we are happy to welcome you to the direct express program I believe you'll find our new features and benefits convenient and easy to use do you have any other questions for me today.,,
16,2, Although I don't know but my bosses hold on okay so yeah I would happen to know when the first deposit going to be in or do you.,,
16,1, Social security should have gave you information.,,
16,2, Yeah they did they did out of it it is supposed to be under our support team yep.,,
16,1, E. on there on that day it should take around midnight most of the time so just keep an eye out for that I can also.,,
16,1, Set UP alerts for you that way to your mobile phone number that we have.,,
16,2, On here is you received three ninety seven for the last one in nineteen tomorrow six fourteen twenty nineteen and then it's saying that I will route.,,
16,2, After that you will receive three ninety seven on or about so all round the second Wednesday of each month.,,
16,2, Wednesday right right okay and it is let me just say like every other ways so like just like the second Wednesday of each month right.,,
16,1, Right yeah it should be honored that the day that they told you was going to be like I.,,
16,2, Don't know seven David you said around about the second Wednesday of each month so.,,
16,2, In other ways.,,
16,2, Right.,,
16,2, Yeah reach among other.,,
16,2, Okay but that's about right okay well other than that everything is good ma'am are her my car so the mobile number and I need to go now.,,
16,1, Okay sounds perfect if you have any other questions or any other information on that you would like to let us now go ahead and give us a call like I said we're open three sixty five so you have that email to you.,,
16,2, All right ma'am thank you so much.,,
16,1, For calling direct express you have a great day.,,
16,2, You too.,,
16,1, Bye bye.,,
16,2, Bye bye.,,
16,2,,,
16,2,,,
17,0, You for calling bye record press this my name is Stephanie how may I help you.,,
17,1, Your call already called today yet.,,
17,0, I would not know that sorry can I have your first and last name please.,,
17,1, Wayne leniency.,,
17,0, Mr Leslie could you verify the last four of your social.,,
17,1, Bacall.,,
17,0, Yes.,,
17,1, Three.,,
17,0, And the last four of your social security number.,,
17,1, D..,,
17,0, All writing and could you verify me good telephone number for you.,,
17,1, I don't have a phone call right now number.,,
17,0, Okay that's no problem Sir so you want to know if whether or not you had a balance on your card.,,
17,1, Yes ma'am.,,
17,0, Well looks like you just activated the card so first we would need to go over some additional information with you concerning this cart.,,
17,0, And make sure that your update in our system to receive the benefits.,,
17,1, So we're coming to people but I didn't write.,,
17,0, I'm sorry.,,
17,1, So it's come arm it's couple if you Daddy's.,,
17,0, I don't know what day you would receive your benefits you would have to contact social security for that but I don't.,,
17,0, What do you want me to see if anything is pending for you Mister I think.,,
17,1, Yes ma'am.,,
17,0, One second.,,
17,1, Okay.,,
17,0, So I'm not showing that anything is pending for you I do show that social security did a process run to make sure the car was active in one so they know the card is active they know that you have this account open they are able to put the benefits in there so I don't know what day that would be when they're going to do that but they are able to because they dinner I right on the card to make sure that it was that.,,
17,1, Okay great.,,
17,0, Shows that are sorry we need to go over some additional information with you first.,,
17,1, Okay.,,
17,0, So far as we want to thank you and extend a warm welcome to you for becoming a part of the direct express program.,,
17,0, We've updated our system to provide better service so as always you can use your mask the car where it is accepted this includes making purchase or set up automatic bill payments or even A. T. M. withdrawal let me check the features that are available to you with the direct express cash access and allows you to go to Walmart locations to access cash from your card without making a purchase please note that this feature is currently a dollar fifty also you can enjoy the new car her website to access the card information check your car balance your printer transactions or make any changes to your personal information you can go to our website at W. W. W. dot U. S. Iraqi express dot com and please be sure to select the car that begins with five one.,,
17,0, Also for various activities over the automated phone system as you did today with the card activation you can change your pin invalid Jamie curry and listen for the transaction details we offer our friendly agents there available to you twenty four seven three sixty five and coming soon will have a new mobile app to help you stay connected to your card account so again we are happy to welcome you to the direct express program I believe you'll find these features and benefits convenient yet easy to use any questions about that Sir.,,
17,0, So you said do you have an email address.,,
17,1, Number or more.,,
17,0, Okay so when you get a updated telephone number or email address please give us a call back so that we can set you up to receive our alerts which are free to you now we can get you added up with everything okay Sir.,,
17,1, Okay.,,
17,0, All righty what do you have any questions for me at this time.,,
17,1, No ma'am.,,
17,0, Well thank you for calling direct express card do you have a wonderful day.,,
18,0, Thank you for calling Derek express this is Diane how may I help you today.,,
18,2, I wonder dresser chest pains I've left my card inside of what a company and it was something else that quote in front of the hotel I'm ready for a break down hi I've been to too much is lever L. E. B. U. R. G..,,
18,2, Six one two nights a card number.,,
18,2, Five five nine oh two six six one four is my place was security code number what what happens is it's going.,,
18,2, One twenty three fifty five.,,
18,0, Okay and what can I help you with today Michael.,,
18,2, I just told you my card is a habit it I left it and this is sports bar I'm not sure I'm pretty sure it's there.,,
18,0, The card issued out to a fifteen nineteen east chap Chapman ask.,,
18,2, No no no I'm not there I'm in I'm in Phoenix right now I'm not I'm I'm I'm on the road I'm homeless right now until I get my car I'm not a money up in Florida because I have no but I have no but twenty dollars on me I'm sure it's there but if it's not what do I do since I'm having a breakdown I may not make it tomorrow I got chest pains don't somebody call nine one one it will be done that they will come out.,,
18,0, Okay so what address should I send a card to Sir you have to have an address.,,
18,2, Or you can send it took to an address.,,
18,0, Yes I can.,,
18,2, How long will take.,,
18,0, We have urgent delivery two to three days are we have seven to ten business days.,,
18,2, All right let me let me make sure.,,
18,2, Let me make sure.,,
18,2, I'm in the wrong place to live you know nobody could do what I've done it survives the summer if you get lost you do sandals and have somebody I had to smack my dog in somebody's telling me to pick myself up using like dog dog almost got me killed eight nine times including tonight I'm supposed to you know just and everything yeah I smacked my dog yes to call animal services show me kill the dog I'm so I'm sick of this this journey and then.,,
18,1, I need to talk to the six billion because they possibly.,,
18,2, There's no you have no rights anymore and and it is stated B. X. or California.,,
18,1, I'm done with it I just I was supposed to be here anyway.,,
18,2, SO three New Orleans I'm sure they have it.,,
18,1, You know if.,,
18,2, If not.,,
18,1, Or have to give you.,,
18,2, What give me an address.,,
18,1, Like Walgreens or something were.,,
18,2, Would send it.,,
18,0, No it would not send it to Walgreens are.,,
18,1, But what would be said.,,
18,0, Do you have a address appeal anything.,,
18,1, No I'm no I'm on the road.,,
18,2, No I'm on the road right now I'm staying I'm staying in the field right now.,,
18,1, No I needed to so let me for it was listed today I have no money no money well.,,
18,0, I mean if you're down there and you come you're on a roll your traveling.,,
18,1, I have I have no money and I have no car nothing of walking.,,
18,1, I'm sweating chest pains that's that's about it it had what called the.,,
18,0, So you would you have to go through the sources Kitty local officer.,,
18,1,,,
18,1, You could make it easy for me.,,
18,1, Three it out.,,
18,1, This is what happened again hopefully they'll have it.,,
18,1, SO zero whistles experience well here.,,
18,0, Hello.,,
18,1, Yes it.,,
18,2, Is.,,
18,1, Yes.,,
18,1, That was killed myself.,,
18,1, You just need to let me be happy about that these people be happy people are asking me to be happy.,,
18,1, Your your list.,,
18,2, Set.,,
18,0, Hello Sir.,,
18,1, I'm sorry what twenty one.,,
18,0, Anything else I can help you with.,,
18,1, Yeah.,,
18,1, Yeah it's always people get a.,,
18,2, Control.,,
18,1, Thank you for what sorry did the car get by so security.,,
18,0, If you didn't have your card how did.,,
18,0, R..,,
18,0,,,
18,2, To this company that quote that we.,,
18,1, I'm sure of it.,,
18,2, This is.,,
18,1, Reason for whatever it is.,,
18,1, Each time.,,
18,2, I lost in in cheek.,,
18,1, The sixteen that I was accosted in.,,
18,2, That's all they do here.,,
18,1, It's pick on the nice the good guy the cops come they they tell you to get out you forget things you or anybody else can do what I've done four hundred miles Paul cities three times in three states and that's probably because you have with that that's just not losing things and nobody could do this.,,
18,0, Don't tell me otherwise because nobody could.,,
18,1, Anybody else.,,
18,2, Hello.,,
18,2, Sick of it I'm sick of it would you tell me what to do at a raise like dog.,,
18,1, Almost you you know not.,,
18,2, Street people.,,
18,2, I hope everybody.,,
18,0, Wanted you to call.,,
18,1, Me again.,,
18,0, Hi.,,
18,2, Thank you.,,
18,2, Well.,,
18,2, I was calling I was able let me let me.,,
18,2, Anyone.,,
18,2, What.,,
18,0, Is there anything else I can help you with if you don't have your car so to verify your information and because on automatically into your whole sixteen digit card number and verified everything so.,,
18,1, Yeah okay.,,
18,2, Yup yup.,,
18,1, Wh what.,,
18,2, It says.,,
18,1, It's already here that was.,,
18,0, Hi.,,
18,2, All of the bodies.,,
18,2, Hello.,,
18,2, Although my father's.,,
18,0, I'll go to you don't have a card how did you verify your information.,,
18,2, Well.,,
18,0, How did you verify your card number.,,
18,0, Car yes.,,
18,1, What's up with that I got my social security number in the last digits of the card six one two nine.,,
18,0, I told you that but you were listening.,,
18,1, What was.,,
18,2, You know.,,
18,1, What what.,,
18,2, Did.,,
18,1, You can call me when you.,,
18,2, That's six.,,
18,0, That won't have it.,,
18,2, I don't appear to be opening for.,,
18,1, One of the switches.,,
18,2, The G. people nice.,,
18,2, This country's got it.,,
18,2, Just.,,
18,1, Picking up any minute now would be if they.,,
18,0, Go to a local.,,
18,0, Kerr the office and explain how I coughing you know car without address.,,
18,2, Yeah you told me that I'm not stupid the only sold me I'm highly intelligent even on stress.,,
18,2, Do this.,,
18,0, What else can I help you with today.,,
18,0, No thank you.,,
18,2, You can help I hope it'll make it actually sent me the quote calling about my call.,,
18,2, Okay.,,
18,0, Thank you for calling you have a nice day.,,
18,2, Yeah it probably.,,
19,0, I think you for calling direct express services my name is Emily how can I help you today.,,
19,3, Yeah that's what I was supposed calling all right it is it took me a really.,,
19,0, You're supposed to call it.,,
19,3, Four.,,
19,0, Keep.,,
19,3, My car and it just for the strike here.,,
19,0, Could you just confirm the last four digits of the card number you're calling about.,,
19,3,,,
19,0, Could you please provide the last four digits of the card number you're calling about.,,
19,3, Hold on I'm going to give you a quote hello.,,
19,3, Eleven forty.,,
19,0, Okay and the name on the card.,,
19,0, In the last four digits of the social.,,
19,0, Okay.,,
19,0, Your name is an in house how do you say your name hello.,,
19,0, It's one okay.,,
19,0, Okay Mister in Thomasine.,,
19,0, Okay so I would first like to take a minute Cher some important information with you it would only take a few of your second.,,
19,3, Although.,,
19,0, Thank you next in a warm welcome to you for being part of the direct express program updated our system to provide you with better service as always you can use your car MasterCard is accepted.,,
19,0, It includes making purchases setting up automatic bill payments for utilities and smartphones as well as ATM withdrawals some new direct express features allows you go to any Walmart access Kashmir car without making a purchase with a small fee of a dollar fifty you can access the card website at W. W. dot U. S. direct express dot com you can access your card information check your balances view and print transactions to make changes to your personal information there you can also set up alerts notifying you will post that deposit balance transaction activity in changing pit be sure to select the card number beginning with the number fifty one you can perform very effectively using automated system such as Kerr verification pin change bounce a query and listen to the transaction details if you have any troubles.,,
19,3, Our.,,
19,0, Friendly agents are available to you twenty four seven three hundred sixty five days of the year it coming soon our new mobile app to help you stay connected with your car anytime anywhere it's still in the process to be made so keep your eyes and ears open for that.,,
19,0, So Mr Antoine looks like.,,
19,3, Yeah.,,
19,0, We don't have a mobile phone number or a email on file for you if you could provide both of those for me today.,,
19,3, Yeah hold on for my phone number.,,
19,0, Okay.,,
19,3, This is for.,,
19,0, Okay.,,
19,0, Take your time.,,
19,3, For assistance on the floor their work work work.,,
19,3, That was that was it okay it's two one four.,,
19,0, Okay.,,
19,3, Eight five nine.,,
19,0, Okay.,,
19,3, Zero two zero nine.,,
19,0, Okay what about an email.,,
19,3, S. W. L. E. S. T. G..,,
19,0, T. G..,,
19,3, J. P..,,
19,0, J. P..,,
19,3, At Yahoo dot com.,,
19,0, Okay and would you like to sign up for similar today some email alert your promotional text message alert.,,
19,3,,,
19,0, Okay.,,
19,3, I I do have two questions.,,
19,0, Yes Sir.,,
19,3, How how long do I be on disability.,,
19,3, I just got it so as I do is this something that she would new what.,,
19,0, I'm not really sure you will call the social security office and ask them about that.,,
19,3, Oh okay.,,
19,0, Okay so.,,
19,0, So Mr Antoine is there any more questions you have for me before I let you go on about your day.,,
19,3, Yeah just one more question so I get paid on the first of every month.,,
19,0, I'm not sure that's up to social security they do all the money process and all that.,,
19,3, Okay so my balance I. nine zero.,,
19,0, Yes Sir.,,
19,3, Okay I appreciate it.,,
19,0, No problem you have a blessed day.,,
19,3, You too.,,
20,0, Thank you for calling direct express card services my name's minis please verify your full name.,,
20,1, Yes.,,
20,1, I'm here with Mister Donald Ridley I am his advocate but the name is Donald J. Whitley.,,
20,1, Just with someone over here.,,
20,1, But she's going to ask you some questions.,,
20,0, A very good.,,
20,0, Could you verify your full name.,,
20,1, My my full name.,,
20,0, No the card holder.,,
20,1, Yes though real for you know this will be your.,,
20,1, Donald Kinney with Keith Whitley.,,
20,0, All right last for your card number.,,
20,1, That's the problem.,,
20,1, Clyde never received a card we just social security and this is the first time you found out about his benefits going to a card under from Camaro bank.,,
20,1, Prior to that his.,,
20,1, His benefits were going on to shoes bank of America card account.,,
20,1, So the problem is big gave the date given him from social security a sheet but.,,
20,1, There is no sixteen digit card number here every number this one this sheet exceed sixteen digits.,,
20,0, Okay so I mean you go further into this conversation I would need to authorize you to speak on behalf of this account with Mystere Donald.,,
20,1, Yes.,,
20,0, Okay could you please verify the last for your social security number or say.,,
20,1, One full full none.,,
20,0, And your data by.,,
20,1, Improve fifteen sixty two.,,
20,0, Okay and do you authorize him to speak on behalf of your account.,,
20,1, Yes.,,
20,0, Okay.,,
20,1, Okay.,,
20,0, All right so.,,
20,1, All right so what I'm.,,
20,1, Here's the fluff.,,
20,1,,,
20,1, He.,,
20,1, So security verified that his deposit of thirteen thousand three hundred and one dollars and ten cents.,,
20,1, Was placed on.,,
20,1, The account camera bank.,,
20,1, Which the client does not have a card for it never knew that he had an account with her in a bit.,,
20,1, So this call is.,,
20,1, To see if he can have his funds wire transfer to bank of America.,,
20,0,,,
20,0, Okay.,,
20,0, I can get him out a new card within two to three business days in here receive it by Monday.,,
20,1, Okay.,,
20,0, Because unfortunately he wouldn't be able to do that being the fact that this card is not activated.,,
20,0, But I'm available funds here on the account which is fifteen thousand four hundred and two dollars and ten cents.,,
20,1, Okay all right so.,,
20,0, Could you just verify with me the address that he would like this card to be sent to.,,
20,1, Donald.,,
20,1, Go to the bank of America well for us it's.,,
20,1, She took my address you need your mailing address two one three three.,,
20,1, South military hop.,,
20,1, Apartment one oh two.,,
20,1, Chesapeake Virginia.,,
20,1, Two three three.,,
20,1, Two.,,
20,0, Okay I do have that here it is B. at thirteen fifty feet in order to save send that card to you with urgent shipment in order to figure out where the card is going to be I say give us a call.,,
20,0, I say Saturday we're open twenty four seven you can give us a call any day any time and we're going to be open and just calling to see if we have a tracking number so because this card is going to be delivery U. P. S. because it's urgent shipment.,,
20,0, And just see where the card is it what day is going to be there but it's going to be shipped out tomorrow which is Friday we don't do business days so your receipt yeah you're receive it by Monday no later than Tuesday.,,
20,1, Okay.,,
20,0, Okay.,,
20,1, Okay so.,,
20,1, So the thirteen dollars will be to pick it.,,
20,0, Yeah they they took it off the cart.,,
20,1, Okay and he will receive his call up on Monday probably Tuesday at the latest.,,
20,0, Correct.,,
20,1, Well you have to do is pick the car call it in and activate.,,
20,0, That's correct.,,
20,1, Okay.,,
20,1, Works.,,
20,0, And if he wants to transfer his plans over to I think you said bank of America are you as I can remember.,,
20,1,,,
20,0, That once the card is activated and then he could you can just advise social security his banking account number and he could just I received his funds on that account and they just call us and get this account here close.,,
20,1, Okay.,,
20,0, All right well thank you guys so great.,,
20,1, One other question so if you doesn't call after you transfer those funds and if he doesn't close this to kill his future so security payments will continue to go to.,,
20,0, Know even if I can't even if the account is in close and he already transfer and he already told social security and he put his account and routing number with social security.,,
20,1, It.,,
20,0, It won't come to this account he does not have to close this account but you know I just it was just something to offer to close.,,
20,1, I appreciate it.,,
20,0, You're welcome.,,
20,1, You've been very helpful thank you very much.,,
20,0, You're welcome you guys have a great day.,,
20,1, You too.,,
21,2, Say for calling Derek these press card services my name is Brittany how my hoping.,,
21,1, Yeah I just got a new car.,,
21,2, We need to do anything.,,
21,1, Up I put the pin on.,,
21,2, My problem be more than happy to assist you with this today can I have your first and last name please.,,
21,1, The tone I'm not.,,
21,2, Thank you and the last four record number.,,
21,2,,,
21,1, Zero seven five two.,,
21,2, Thank you no I would first like to take a minute to share some important information with you.,,
21,2, We want to thank you and extend a warm welcome to you for being a part of the direct express program we have updated our systems to provide you with better service and as always you can use your card wherever master cards are accepted this includes making purchases setting up automatic bill payments and ATM withdrawals some of the new features that I had to express feature allows you to go to any Walmart location axis cash from your card without making a purchase for just a dollar fifty C. you can enjoy the new car hard a websites access required information check your balance view and print transactions and make changes to your personal information you may also set up alerts notifying you of a posted deposit low balance transaction activity and change your pin as well our website is U. S. direct express dot com also you can confirm it's giving you could perform very sexy to using our automated phone system such as card activation pin change balancing curry and listen to the transaction details our friendly agents are also available to help you twenty four seven incoming phone is our mobile app no I do have your account here in front of me would you like to add a mobile phone number to the account.,,
21,1, Yes.,,
21,2, All right and what is the phone number that you like to add to the account.,,
21,1, Eight one eight nine one five nine eight zero six.,,
21,2, Thank you would you like to add an email adjusted to the account as well.,,
21,1, Yes.,,
21,2, Okay what's your.,,
21,1, My whole name me too and I'm not it yeah who dot com.,,
21,2, Thank you.,,
21,2, All right and I have Madonna New York at Yahoo dot com.,,
21,1, Yes.,,
21,2, All right so I did go ahead and get that information at it no I do wanna let you know about the balance alerts that we have with the balance alerts they can come either via text message or via email would you like to sign up for one of those today.,,
21,2,,,
21,1, No not really.,,
21,1, All right.,,
21,2, No problem thank you.,,
21,2, So the live stuff with all the information for from the verified here during the phone call is there anything else will be to assist you with today.,,
21,1, No that's all or.,,
21,1, Does it let me know that every month so so security code put the money for me yes in this copy.,,
21,2, They're supposed to but as far as if they will or won't I wouldn't have that information as a result of this security administration.,,
21,1, Oh okay but I don't see it I had to call the you will call the closest realty yes.,,
21,2, You apostles security yes.,,
21,1, Yes okay I appreciate that thank you so much for your help.,,
21,2, No problem and thank you for calling have a great day okay.,,
21,1, Bye bye.,,
22,0, Thank you for calling direct express card services this is Mercedes how may I help you.,,
22,1, Hi I was gonna say my deposit hasn't gone through yet it says pending.,,
22,0, May I have the last four digits of your card number please.,,
22,1,,,
22,1, Nine ninety six.,,
22,0, Your first and last name.,,
22,1, Donna Karan.,,
22,0, The in the last four of your social please.,,
22,1, Eight three six four.,,
22,0, Thank you miss macleod let's see.,,
22,0, No you're fine I see that it's logged is probably still I would say check around eight o'clock in the morning but it would probably come on sometime before then but thinking that's probably just what it is.,,
22,0, It prior I'm not I don't think that it hits at midnight exactly I think it might come like over you know over the night because in my time is still eleven forty two.,,
22,1, Yeah I got you so maybe it.,,
22,0, Yeah I would say just check around eight in the morning but it'd probably be only before then I would say.,,
22,1, Four or five.,,
22,1, All right well okay.,,
22,0, Was there anything else I could assist you with this quote.,,
22,1, Nope that's it and I also wanted to set up the notification so I could take a message.,,
22,0, Okay hang on I can go ahead and set that up for you.,,
22,0, May I get you to verify your phone number for me.,,
22,1, Four seven eight nine six one six.,,
22,0, C..,,
22,0, Okay.,,
22,0, And you set those up for you.,,
22,0,,,
22,0, Okay give me a minute or two while I set these up real quick.,,
22,1, Well.,,
22,0, Okay miss macleod I went and got those all those notification set up for you was there anything else I can help you with.,,
22,0, All right thank you for calling direct express card services basically you have a great night.,,
22,1, Thank you.,,
22,0, No problem.,,
23,2, They've gone records record servers my name is Matthew how may I help you.,,
23,0, Hi.,,
23,2, Hey how.,,
23,0, We just tried to activate a card that tells us that you need more information on this profile.,,
23,2, Yes so we need to let you know how the card works essentially and make sure that we have the correct information.,,
23,2, So give me one moment so before I look up your account just wanna give you welcome to direct express which you know we have updated our services to go ahead and provide you with the service as well so as always you can still go ahead and use your card anywhere that MasterCard is accepted.,,
23,2, And this includes making purchases setting up automatic bill payments for utilities and smartphones as well as a team with girls and some of the new features are the direct express cast after access feature which allows you to go to a Walmart location and access cash from your card without making a purchase am please refer to your fee schedule however that's currently one fifty.,,
23,2, And we also have the new card holder website you can enjoy taxes your card information check your balance if you imprint transactions and make changes to your personal information etcetera.,,
23,2, You may also set up alerts to notify you of opposed to deposit low balance and transaction activity in chains and pain and he's go to W. W. W. dot U. S. directors press dot com to access the website and please be sure to select the car beginning with five one and lastly also you can perform various activities using our automated phone system such as card activation pain change balance enquiry and listen to the transaction details in all friendly agents are available to you twenty four seven three sixty five and lastly if users our phone we also have a new mobile app that is coming out and see if they can activate the account anywhere.,,
23,2, Now lastly as we update your information may have your first and last name.,,
23,0,,,
23,2, All right and may I have the last forever social.,,
23,0, Seven five one.,,
23,2, Thank you and date of birth.,,
23,0, January.,,
23,2, Thank yous Donald and I just need lastly just your address.,,
23,0, Thanks for.,,
23,0, Hi.,,
23,0, All right well.,,
23,0, No.,,
23,2, All right and the mobile number the number on the account.,,
23,0, Five three.,,
23,0, I go turn around she didn't give me.,,
23,2, All right and you can reference is speak with the previous person I was speaking with.,,
23,0, All have.,,
23,2, All right.,,
23,2, And you give me permission to speak with the previous person I was speaking with.,,
23,0, That's me trying to drive and he's trying to activate this card.,,
23,2, All right so you have.,,
23,0, That.,,
23,2, I did go head and see.,,
23,2, Give me one moment we should be doing here.,,
23,2, All right and you said this is a mobile number.,,
23,0, Yeah.,,
23,2, And.,,
23,0, It's not it's not his number is out.,,
23,2, Okay that would remove that and would you guys like that email to the account.,,
23,0,,,
23,2, Thanks so you can always do it on the website later.,,
23,0, Yeah that's fine what we'll do it later.,,
23,2, All right and would you guys like to receive paper statements.,,
23,0, Yes you would.,,
23,2, All right and then.,,
23,2, You guys are all set and good to go.,,
23,0, Okay thank you.,,
23,2, No problem they conduct this first you guys have a good one.,,
23,0, Thank you.,,
23,2, Thank you.,,
23,0, Bye I'm a part thank you discount.,,
24,0, Thank you for calling direct express for services my name for China let me have a sixteen digit card number please.,,
24,1, Five one one five six three four seven five nine nine five seven zero zero one.,,
24,0, What's your first and last name.,,
24,1, Timothy X. paging.,,
24,0, I'm sorry just a moment.,,
24,0, Give me that number one more time I apologize my computer just kick me out of here so I have to log back in here just a second here.,,
24,1, In time.,,
24,0, I need to speak to the cardholder actually I'm sorry unfortunately.,,
24,0, Well he.,,
24,1, It's right here but he can't answer the question.,,
24,1, You know he's disabled.,,
24,0, He he well he'll need to give me permission to speak with you otherwise and you need to verify his account otherwise you'll need to go down to the south keep the office and have somebody name added on to the account if he's not able to handle it on account you have to.,,
24,1, Already on this account the security office.,,
24,0, But you're not on the account with us ma'am this is how it works I have when you call here there are certain things I have to follow in order to keep my job.,,
24,1, Okay I'm not I'm not disputing that honey.,,
24,0, So either if he can't verify the account I'll be him to go have your name added on to the account if you can verify to give me permission.,,
24,1, Okay what what what do you need.,,
24,0, I need to speak to the account holder please it's a great thing.,,
24,0, He.,,
24,1,,,
24,1, And then.,,
24,1, Hold on.,,
24,1, Well you can't answer the question that discusses the secured card.,,
24,0, He can't talk.,,
24,0, Hi.,,
24,1, This is a bold he's real.,,
24,1, Okay well.,,
24,0, He he all he needs to have somebody name all of the discounts is pertaining to his personal.,,
24,1, Now is the camp I don't know how to I'm not on this one but I'll go back to both of those to the op is you stay with me I'm only the cat.,,
24,0, I believe you I believe you.,,
24,1, But.,,
24,0, What is your name's not on this account and.,,
24,1, Hi I'll go down there.,,
24,0, Thank you for calling directly for us for services I do.,,
25,1, For calling to express card services my name is Matthew how may I help you.,,
25,1, Hi yes my name is Chelsea worth and I'm trying to get a new work card to pick me up and says something's wrong.,,
25,1, What's the card number.,,
25,0, Five three one more time.,,
25,1, I'm trying to get you were you know like a cab or something and it's not registering.,,
25,0, And you said with over.,,
25,1, Yes over missing sorry at the color bank.,,
25,0, All right let's see may have your first and last name last for the card number.,,
25,1, Michelle see what.,,
